mkr	Chr	cM
Marker20275	3	211.733
Marker38811	3	211.733
Marker21907	3	211.733
Marker41964	3	211.862
Marker1598	3	211.862
Marker133176	3	211.862
Marker94139	3	211.992
Marker159226	3	212.254
Marker156647	3	212.516
Marker49434	3	212.778
Marker147166	3	213.04
Marker115642	3	211.992
Marker128784	3	213.302
Marker151948	3	214.092
Marker183741	3	214.354
Marker149717	3	214.879
Marker70692	3	215.141
Marker130225	3	215.403
Marker172345	3	211.992
Marker44841	3	215.928
Marker88895	3	212.506
Marker173574	3	212.762
Marker10221	3	215.928
Marker149773	3	215.928
Marker189280	3	215.928
Marker131389	3	215.928
Marker18158	3	217.425
Marker124166	3	217.425
Marker134334	3	217.779
Marker28339	3	217.968
Marker618005	4	0
Marker527715	4	5.52
Marker649043	4	9.696
Marker611832	4	12.834
Marker592185	4	12.689
Marker518535	4	14.315
Marker510649	4	15.795
Marker590482	4	15.795
Marker504440	4	16.051
Marker609322	4	17.229
Marker685135	4	17.229
Marker524379	4	17.488
Marker582749	4	17.229
Marker583394	4	17.488
Marker605289	4	17.488
Marker656615	4	17.488
Marker588579	4	18.138
Marker545477	4	18.138
Marker604172	4	18.311
Marker691448	4	18.311
Marker653116	4	18.311
Marker708602	4	18.484
Marker631018	4	18.484
Marker519079	4	18.484
Marker511750	4	18.657
Marker554651	4	18.657
Marker578393	4	19.175
Marker611491	4	18.657
Marker575388	4	18.916
Marker575915	4	19.175
Marker720371	4	19.434
Marker567534	4	19.434
Marker521495	4	19.434
Marker655523	4	19.434
Marker628955	4	19.434
Marker649704	4	19.434
Marker610734	4	19.434
Marker543277	4	19.434
Marker532380	4	19.434
Marker636765	4	19.434
Marker712168	4	19.434
Marker525229	4	19.564
Marker579797	4	19.694
Marker675979	4	19.92
Marker622629	4	19.92
Marker653001	4	20.299
Marker507448	4	20.147
Marker699640	4	20.602
Marker658674	4	20.602
Marker624652	4	20.743
Marker570930	4	20.602
Marker524099	4	20.602
Marker526288	4	20.602
Marker531253	4	21.169
Marker535581	4	20.602
Marker667562	4	20.602
Marker624857	4	21.452
Marker631679	4	21.736
Marker634956	4	21.877
Marker645715	4	22.018
Marker642694	4	22.159
Marker580366	4	22.159
Marker574118	4	22.289
Marker699367	4	22.678
Marker665598	4	22.678
Marker637620	4	22.678
Marker646964	4	24.111
Marker517319	4	23.156
Marker706407	4	23.395
Marker660608	4	23.634
Marker625644	4	23.634
Marker671942	4	23.634
Marker693504	4	23.872
Marker676471	4	23.872
Marker568575	4	24.111
Marker596428	4	24.111
Marker692539	4	24.111
Marker593883	4	24.111
Marker568653	4	24.24
Marker582979	4	24.24
Marker655324	4	24.473
Marker511290	4	24.707
Marker709052	4	24.24
Marker577085	4	24.94
Marker689050	4	25.173
Marker548859	4	24.824
Marker688167	4	25.115
Marker639486	4	25.407
Marker713067	4	25.407
Marker690645	4	25.953
Marker613965	4	26.317
Marker640402	4	27.224
Marker512553	4	26.498
Marker681670	4	27.224
Marker620834	4	26.498
Marker650125	4	26.68
Marker575227	4	26.861
Marker544781	4	27.043
Marker691214	4	27.224
Marker707455	4	27.657
Marker619079	4	27.873
Marker614156	4	27.873
Marker678291	4	27.873
Marker610084	4	28.035
Marker514676	4	28.523
Marker566058	4	28.847
Marker688337	4	28.522
Marker672430	4	29.172
Marker510218	4	29.172
Marker634677	4	29.431
Marker570206	4	29.691
Marker635545	4	29.691
Marker514540	4	30.079
Marker683716	4	29.691
Marker618755	4	29.885
Marker688967	4	30.079
Marker575248	4	30.079
Marker624369	4	30.079
Marker583997	4	30.079
Marker681603	4	30.98
Marker664466	4	30.697
Marker545163	4	31.005
Marker702516	4	31.313
Marker560656	4	31.621
Marker650513	4	31.93
Marker516092	4	31.93
Marker540868	4	31.93
Marker511655	4	32.238
Marker563533	4	31.428
Marker546964	4	32.238
Marker522078	4	32.238
Marker585821	4	32.238
Marker533060	4	32.238
Marker653323	4	31.652
Marker555684	4	32.546
Marker623976	4	31.875
Marker550520	4	32.099
Marker525340	4	32.322
Marker654252	4	32.546
Marker576599	4	32.546
Marker653502	4	32.546
Marker623453	4	32.675
Marker599814	4	32.675
Marker634538	4	32.675
Marker682336	4	33.56
Marker714474	4	33.706
Marker517829	4	32.675
Marker504935	4	33.851
Marker556941	4	34.078
Marker544199	4	34.305
Marker594437	4	33.851
Marker573292	4	33.851
Marker697467	4	33.851
Marker523609	4	33.851
Marker559540	4	34.305
Marker611317	4	34.154
Marker545305	4	34.154
Marker699102	4	34.154
Marker649876	4	34.305
Marker604645	4	34.531
Marker677159	4	34.531
Marker702496	4	34.531
Marker617330	4	34.531
Marker586474	4	34.758
Marker705081	4	34.154
Marker589831	4	34.456
Marker572108	4	34.758
Marker661508	4	34.758
Marker515046	4	34.758
Marker506181	4	34.931
Marker654654	4	35.277
Marker563074	4	35.407
Marker705820	4	35.407
Marker551548	4	35.579
Marker568731	4	35.751
Marker702453	4	35.931
Marker683470	4	36.456
Marker626176	4	35.751
Marker681950	4	36.095
Marker704567	4	36.614
Marker676853	4	36.614
Marker570432	4	37.308
Marker518783	4	37.826
Marker578832	4	38.171
Marker698912	4	38.69
Marker674859	4	39.209
Marker686556	4	39.553
Marker684310	4	39.705
Marker647980	4	39.553
Marker611272	4	39.553
Marker518374	4	39.835
Marker507584	4	40.094
Marker624283	4	40.353
Marker717055	4	40.353
Marker507890	4	40.353
Marker617309	4	40.874
Marker655416	4	40.874
Marker672590	4	41.003
Marker555405	4	41.133
Marker688577	4	41.262
Marker564138	4	41.392
Marker565425	4	41.392
Marker511281	4	41.392
Marker718269	4	41.392
Marker657326	4	41.782
Marker718221	4	41.392
Marker566013	4	42.042
Marker564276	4	42.302
Marker680257	4	42.302
Marker621683	4	42.302
Marker682414	4	42.302
Marker709097	4	42.302
Marker695503	4	41.392
Marker550970	4	42.562
Marker519635	4	42.562
Marker582742	4	43.276
Marker712326	4	43.99
Marker517049	4	43.039
Marker636092	4	43.039
Marker551562	4	43.197
Marker710689	4	43.514
Marker708971	4	43.514
Marker690534	4	43.832
Marker578297	4	43.99
Marker623639	4	44.134
Marker672635	4	44.422
Marker606716	4	45.002
Marker638944	4	45.002
Marker535853	4	45.146
Marker534663	4	45.29
Marker591545	4	45.29
Marker682054	4	45.29
Marker660638	4	45.29
Marker545758	4	45.723
Marker593759	4	45.723
Marker684258	4	45.939
Marker606150	4	45.29
Marker658616	4	45.939
Marker599383	4	46.328
Marker588196	4	46.328
Marker696005	4	46.458
Marker659778	4	46.587
Marker556322	4	46.587
Marker525237	4	46.587
Marker621492	4	46.587
Marker519403	4	46.587
Marker631861	4	46.587
Marker615580	4	47.02
Marker547789	4	47.02
Marker668724	4	47.02
Marker533641	4	47.02
Marker650061	4	47.02
Marker532112	4	47.02
Marker570837	4	47.02
Marker545677	4	47.02
Marker653319	4	47.236
Marker533916	4	46.587
Marker533075	4	47.236
Marker695643	4	47.496
Marker631170	4	47.496
Marker599276	4	47.885
Marker608832	4	48.144
Marker573210	4	48.144
Marker686301	4	48.274
Marker682384	4	48.403
Marker618634	4	48.598
Marker713927	4	48.792
Marker623097	4	49.003
Marker556625	4	49.637
Marker716250	4	49.129
Marker515998	4	50.486
Marker705036	4	50.486
Marker603198	4	51.399
Marker578413	4	51.399
Marker614742	4	51.597
Marker608461	4	51.661
Marker566147	4	51.918
Marker709426	4	51.941
Marker567893	4	52.155
Marker519320	4	52.732
Marker537109	4	52.528
Marker655425	4	53.375
Marker671679	4	52.9
Marker515791	4	53.46
Marker651846	4	53.646
Marker715673	4	54.018
Marker587758	4	54.542
Marker608902	4	54.542
Marker569717	4	55.065
Marker536596	4	55.065
Marker527935	4	55.454
Marker649629	4	55.973
Marker519385	4	55.714
Marker512988	4	55.973
Marker531320	4	55.973
Marker713855	4	56.146
Marker601895	4	56.146
Marker566425	4	56.146
Marker663163	4	56.146
Marker705327	4	56.319
Marker628612	4	56.491
Marker683042	4	57.01
Marker504792	4	56.751
Marker680323	4	57.01
Marker687122	4	57.01
Marker571408	4	57.14
Marker652898	4	57.399
Marker588191	4	57.594
Marker691835	4	58.179
Marker656705	4	58.667
Marker587046	4	58.667
Marker713344	4	58.179
Marker518648	4	58.829
Marker506317	4	58.829
Marker649235	4	59.366
Marker630683	4	59.903
Marker671069	4	60.261
Marker532237	4	60.261
Marker684574	4	60.261
Marker556730	4	60.261
Marker656696	4	60.261
Marker604983	4	60.481
Marker644157	4	61.145
Marker576722	4	61.586
Marker609468	4	60.891
Marker639609	4	62.028
Marker636372	4	61.522
Marker684322	4	61.522
Marker701700	4	62.028
Marker505271	4	61.522
Marker699115	4	62.153
Marker662936	4	62.153
Marker532607	4	62.153
Marker588362	4	62.028
Marker698976	4	62.153
Marker598144	4	62.248
Marker672414	4	62.468
Marker579576	4	62.468
Marker544948	4	62.728
Marker597252	4	62.728
Marker718377	4	62.857
Marker529111	4	63.116
Marker704648	4	63.116
Marker518105	4	63.246
Marker538865	4	63.375
Marker628097	4	63.505
Marker530183	4	63.505
Marker581370	4	64.09
Marker561666	4	63.895
Marker613500	4	64.09
Marker516954	4	64.09
Marker667890	4	64.284
Marker690644	4	64.284
Marker653232	4	64.567
Marker691576	4	64.567
Marker510579	4	64.567
Marker511668	4	64.567
Marker687814	4	64.284
Marker689720	4	64.284
Marker555287	4	64.567
Marker545536	4	64.524
Marker593412	4	64.567
Marker691352	4	64.524
Marker712971	4	64.763
Marker569858	4	64.763
Marker656884	4	65.243
Marker528152	4	64.849
Marker716806	4	65.482
Marker522677	4	65.482
Marker573839	4	65.721
Marker697682	4	64.849
Marker678626	4	64.849
Marker514873	4	65.131
Marker568147	4	65.721
Marker533329	4	66.443
Marker655052	4	66.27
Marker663714	4	67.408
Marker540733	4	67.847
Marker570882	4	68.583
Marker693137	4	69.043
Marker583288	4	70.289
Marker535305	4	70.886
Marker536286	4	72.09
Marker687643	4	72.888
Marker517964	4	73.285
Marker537686	4	71.039
Marker549855	4	73.285
Marker595805	4	71.79
Marker630282	4	73.484
Marker604365	4	72.165
Marker667338	4	73.484
Marker524926	4	73.484
Marker591284	4	73.809
Marker575201	4	74.199
Marker564139	4	74.851
Marker585044	4	74.851
Marker576485	4	74.851
Marker714089	4	74.981
Marker546898	4	74.981
Marker589220	4	74.981
Marker653973	4	75.11
Marker522901	4	75.11
Marker536984	4	75.11
Marker652523	4	75.11
Marker653145	4	75.11
Marker518115	4	75.11
Marker660842	4	75.11
Marker703734	4	75.11
Marker651680	4	75.629
Marker677358	4	75.11
Marker677475	4	75.283
Marker662499	4	75.629
Marker676253	4	75.975
Marker607970	4	75.629
Marker648653	4	75.975
Marker648253	4	75.975
Marker686834	4	75.975
Marker606981	4	76.148
Marker707134	4	75.975
Marker695999	4	76.148
Marker530361	4	76.148
Marker576934	4	76.148
Marker518907	4	76.148
Marker560412	4	76.91
Marker531436	4	76.148
Marker666649	4	77.865
Marker621878	4	76.148
Marker715802	4	76.148
Marker703855	4	76.148
Marker537824	4	76.148
Marker710149	4	76.148
Marker573969	4	76.148
Marker638988	4	76.148
Marker653690	4	76.148
Marker718324	4	76.148
Marker639467	4	76.148
Marker620630	4	76.559
Marker540813	4	76.559
Marker525423	4	76.559
Marker562649	4	77.384
Marker711931	4	77.795
Marker512587	4	79.874
Marker532993	4	80.698
Marker634520	4	81.523
Marker622955	4	79.406
Marker517985	4	81.144
Marker648314	4	81.523
Marker505885	4	81.956
Marker621131	4	81.523
Marker675385	4	82.172
Marker667076	4	82.366
Marker527712	4	82.952
Marker574267	4	82.952
Marker540755	4	83.212
Marker514864	4	83.39
Marker529440	4	83.929
Marker530322	4	84.107
Marker630369	4	84.827
Marker646139	4	85.185
Marker594790	4	85.363
Marker709770	4	85.363
Marker580847	4	85.363
Marker654031	4	86.083
Marker707800	4	86.083
Marker571177	4	89.208
Marker650071	4	92.137
Marker527046	4	116.267
Marker673588	4	133.4
Marker714802	4	135.934
Marker677458	4	136.558
Marker581607	4	136.558
Marker674594	4	136.558
Marker572898	4	136.869
Marker522839	4	136.869
Marker601874	4	136.869
Marker609647	4	136.869
Marker648211	4	136.869
Marker649093	4	137.18
Marker701805	4	137.18
Marker580299	4	137.18
Marker675215	4	137.18
Marker621145	4	137.18
Marker651540	4	137.18
Marker621976	4	137.18
Marker618132	4	137.491
Marker559129	4	137.491
Marker524160	4	137.491
Marker670394	4	137.491
Marker544936	4	137.802
Marker588170	4	137.802
Marker688362	4	137.802
Marker601282	4	137.802
Marker579973	4	137.802
Marker516936	4	137.802
Marker519472	4	137.802
Marker677872	4	137.802
Marker572520	4	137.802
Marker650616	4	137.802
Marker568175	4	137.802
Marker687055	4	137.802
Marker569688	4	137.802
Marker717792	4	137.802
Marker604944	4	137.802
Marker538325	4	138.113
Marker703371	4	138.424
Marker572412	4	138.735
Marker690095	4	138.735
Marker614588	4	139.359
Marker533098	4	139.982
Marker692834	4	139.982
Marker603555	4	139.982
Marker718965	4	139.982
Marker576831	4	140.293
Marker651778	4	140.293
Marker590416	4	140.293
Marker563026	4	140.293
Marker667255	4	141.231
Marker607582	4	141.231
Marker683247	4	141.886
Marker537614	4	141.231
Marker594465	4	142.015
Marker556692	4	142.015
Marker601235	4	142.015
Marker558819	4	142.015
Marker526988	4	142.015
Marker539875	4	142.015
Marker630425	4	142.015
Marker504312	4	142.275
Marker519508	4	142.274
Marker591954	4	142.275
Marker680464	4	142.534
Marker623658	4	142.793
Marker646790	4	143.052
Marker529857	4	142.274
Marker600001	4	143.052
Marker510322	4	142.793
Marker516334	4	143.052
Marker595686	4	143.052
Marker576382	4	143.052
Marker566872	4	143.052
Marker615340	4	143.052
Marker548638	4	143.052
Marker683413	4	143.052
Marker578845	4	143.052
Marker699281	4	143.377
Marker676584	4	143.377
Marker524900	4	143.377
Marker670717	4	143.377
Marker685200	4	143.539
Marker506427	4	143.539
Marker708178	4	143.701
Marker629601	4	143.701
Marker617829	4	143.701
Marker705025	4	143.889
Marker556857	4	144.076
Marker700930	4	144.453
Marker596613	4	144.641
Marker504030	4	145.208
Marker605963	4	145.382
Marker504914	4	145.208
Marker711432	4	145.208
Marker636314	4	145.799
Marker664881	4	145.208
Marker535852	4	145.208
Marker600678	4	145.396
Marker605696	4	145.584
Marker658460	4	146.635
Marker629772	4	147.052
Marker520183	4	147.052
Marker583805	4	145.584
Marker624081	4	145.772
Marker561428	4	146.148
Marker675542	4	147.052
Marker604189	4	147.052
Marker517137	4	147.052
Marker630654	4	146.715
Marker704276	4	147.469
Marker595235	4	147.092
Marker694007	4	147.469
Marker568892	4	147.469
Marker543176	4	147.469
Marker547746	4	147.728
Marker585279	4	147.858
Marker675837	4	147.987
Marker590244	4	147.987
Marker512457	4	148.247
Marker551810	4	148.247
Marker526285	4	148.638
Marker683694	4	148.767
Marker552573	4	149.158
Marker569568	4	149.158
Marker596053	4	149.288
Marker567343	4	149.417
Marker515220	4	149.742
Marker693027	4	150.286
Marker635012	4	150.502
Marker639967	4	150.717
Marker673856	4	150.393
Marker541409	4	150.717
Marker594385	4	150.717
Marker544445	4	150.717
Marker549635	4	150.717
Marker659088	4	150.717
Marker576112	4	150.717
Marker524083	4	150.717
Marker543931	4	150.717
Marker632467	4	150.717
Marker595565	4	150.717
Marker559642	4	151.081
Marker670528	4	150.717
Marker677631	4	150.717
Marker704461	4	150.717
Marker695706	4	151.262
Marker571938	4	150.717
Marker665765	4	151.626
Marker666671	4	151.626
Marker643456	4	151.626
Marker558036	4	151.626
Marker589664	4	151.626
Marker560949	4	151.886
Marker701015	4	152.058
Marker631412	4	152.058
Marker624158	4	152.404
Marker550941	4	152.404
Marker599504	4	152.404
Marker711693	4	152.404
Marker652531	4	152.404
Marker555966	4	153.056
Marker700056	4	153.056
Marker647122	4	153.402
Marker511313	4	153.575
Marker509526	4	153.575
Marker706353	4	153.575
Marker607629	4	153.834
Marker564087	4	153.575
Marker644490	4	153.834
Marker587675	4	153.834
Marker674456	4	153.834
Marker576872	4	153.834
Marker614933	4	153.834
Marker617673	4	154.654
Marker687120	4	153.834
Marker620193	4	154.191
Marker553128	4	155.267
Marker552982	4	155.95
Marker573957	4	155.57
Marker697043	4	156.177
Marker588656	4	157.493
Marker607807	4	158.144
Marker633546	4	158.144
Marker578594	4	157.489
Marker534056	4	158.144
Marker700986	4	158.144
Marker535241	4	158.144
Marker594622	4	158.144
Marker712904	4	158.144
Marker677155	4	158.144
Marker684373	4	158.273
Marker636063	4	158.403
Marker653882	4	158.403
Marker658932	4	158.532
Marker527313	4	158.532
Marker521403	4	158.144
Marker598255	4	158.532
Marker625030	4	158.714
Marker540632	4	158.532
Marker530937	4	159.26
Marker702929	4	159.442
Marker517800	4	158.532
Marker657763	4	159.442
Marker679798	4	159.701
Marker704549	4	159.701
Marker673385	4	159.83
Marker559491	4	159.83
Marker659876	4	159.96
Marker665908	4	159.96
Marker533686	4	159.96
Marker572618	4	160.089
Marker626104	4	159.96
Marker592487	4	159.96
Marker717072	4	160.349
Marker542931	4	160.479
Marker699720	4	160.479
Marker675071	4	160.479
Marker661918	4	160.479
Marker699703	4	160.479
Marker646530	4	160.479
Marker550407	4	160.479
Marker591279	4	160.479
Marker715864	4	160.479
Marker684515	4	160.479
Marker578379	4	160.479
Marker560820	4	160.479
Marker583883	4	160.479
Marker564746	4	160.479
Marker697792	4	160.479
Marker620285	4	160.479
Marker602811	4	160.479
Marker717601	4	160.738
Marker668697	4	160.738
Marker643721	4	160.738
Marker682806	4	161.272
Marker606279	4	160.99
Marker688402	4	161.242
Marker636491	4	165.439
Marker556484	4	165.423
Marker567504	4	167.231
Marker565857	4	170.077
Marker545507	4	172.393
Marker689457	4	167.874
Marker558829	4	172.645
Marker603359	4	172.897
Marker705000	4	172.897
Marker547510	4	173.419
Marker678457	4	173.679
Marker548142	4	173.939
Marker550161	4	172.897
Marker585845	4	174.329
Marker618156	4	174.589
Marker550284	4	174.589
Marker643071	4	174.589
Marker554089	4	174.719
Marker703206	4	174.848
Marker704527	4	174.978
Marker611867	4	175.107
Marker653658	4	175.237
Marker618237	4	175.366
Marker707845	4	175.366
Marker715664	4	175.496
Marker566646	4	174.978
Marker701367	4	175.496
Marker605012	4	175.496
Marker568473	4	175.496
Marker608949	4	175.496
Marker597426	4	175.496
Marker625140	4	175.496
Marker718375	4	175.69
Marker669737	4	175.69
Marker588049	4	175.496
Marker565705	4	175.69
Marker576200	4	175.69
Marker705811	4	175.69
Marker646053	4	175.69
Marker612103	4	175.496
Marker602309	4	175.496
Marker563397	4	175.496
Marker651916	4	175.496
Marker692449	4	175.69
Marker542261	4	175.884
Marker589170	4	175.496
Marker517009	4	175.496
Marker545322	4	176.274
Marker579999	4	176.274
Marker511387	4	175.885
Marker587506	4	176.274
Marker562564	4	176.274
Marker530575	4	176.274
Marker564520	4	176.468
Marker614948	4	176.663
Marker602552	4	177.053
Marker646269	4	177.444
Marker631446	4	177.053
Marker511156	4	177.053
Marker685811	4	177.443
Marker638992	4	177.444
Marker585719	4	178.222
Marker677433	4	177.833
Marker569128	4	178.027
Marker537884	4	178.222
Marker622788	4	178.481
Marker566553	4	178.481
Marker561629	4	178.611
Marker667311	4	178.87
Marker690860	4	178.87
Marker607529	4	179.13
Marker610238	4	179.13
Marker530345	4	178.87
Marker692218	4	179.259
Marker689200	4	179.519
Marker637843	4	179.648
Marker628345	4	179.908
Marker623752	4	180.038
Marker713742	4	179.648
Marker648693	4	180.038
Marker676676	4	180.038
Marker690136	4	180.038
Marker536994	4	180.038
Marker706886	4	180.038
Marker515718	4	180.038
Marker568292	4	180.038
Marker635192	4	180.038
Marker706502	4	180.297
Marker548008	4	180.427
Marker586589	4	180.427
Marker658585	4	180.427
Marker653700	4	180.427
Marker523581	4	180.557
Marker616518	4	180.816
Marker569531	4	180.816
Marker587585	4	181.335
Marker592566	4	181.335
Marker511567	4	181.726
Marker574729	4	181.726
Marker623560	4	181.726
Marker613597	4	182.116
Marker535187	4	182.766
Marker614035	4	182.441
Marker643237	4	182.766
Marker595830	4	183.025
Marker562966	4	183.481
Marker623728	4	183.481
Marker619429	4	183.025
Marker657997	4	183.206
Marker579751	4	183.936
Marker611691	4	183.936
Marker539096	4	183.936
Marker619681	4	184.849
Marker631392	4	184.849
Marker675325	4	184.978
Marker530849	4	184.978
Marker691880	4	184.978
Marker673269	4	184.978
Marker677883	4	185.497
Marker707481	4	185.325
Marker507991	4	185.497
Marker719404	4	185.647
Marker551043	4	185.946
Marker598350	4	186.096
Marker584940	4	186.698
Marker538108	4	186.998
Marker509775	4	186.998
Marker631579	4	185.497
Marker515004	4	186.998
Marker514160	4	187.448
Marker554371	4	187.448
Marker558928	4	187.448
Marker624234	4	187.448
Marker608667	4	187.448
Marker610388	4	187.643
Marker605268	4	187.448
Marker697415	4	187.837
Marker509718	4	187.837
Marker717909	4	187.837
Marker629837	4	188.097
Marker645852	4	188.226
Marker625310	4	188.356
Marker580050	4	188.356
Marker611398	4	188.356
Marker559939	4	188.485
Marker535195	4	188.485
Marker538984	4	188.485
Marker662010	4	188.485
Marker719082	4	188.485
Marker523652	4	188.485
Marker591660	4	188.485
Marker580312	4	188.485
Marker534574	4	188.485
Marker537722	4	188.485
Marker704660	4	188.615
Marker600722	4	188.615
Marker625569	4	188.615
Marker647330	4	188.615
Marker503670	4	188.744
Marker588074	4	188.744
Marker526448	4	188.744
Marker670475	4	188.744
Marker716021	4	188.744
Marker576391	4	188.744
Marker660779	4	188.744
Marker674724	4	188.982
Marker600863	4	189.697
Marker523475	4	189.03
Marker634884	4	189.89
Marker538328	4	192.684
Marker594209	4	193.365
Marker699918	4	194.765
Marker636876	4	195.379
Marker636741	4	195.531
Marker689629	4	195.531
Marker571716	4	195.531
Marker527258	4	195.531
Marker697158	4	195.531
Marker507850	4	195.684
Marker624773	4	195.836
Marker675913	4	195.988
Marker632369	4	195.988
Marker575490	4	195.988
Marker554615	4	195.988
Marker629781	4	195.988
Marker599306	4	195.988
Marker712836	4	195.988
Marker654078	4	195.988
Marker506859	4	195.988
Marker545397	4	195.988
Marker680988	4	195.988
Marker520092	4	197.315
Marker541528	4	198.474
Marker580196	4	198.76
Marker690588	4	198.76
Marker715533	4	199.019
Marker649587	4	199.019
Marker529162	4	199.019
Marker709967	4	199.279
Marker614679	4	199.279
Marker599813	4	201.782
Marker520279	4	200.106
Marker593685	4	201.782
Marker666378	4	203.625
Marker639343	4	205.475
Marker650860	4	205.483
Marker718697	4	202.302
Marker696334	4	202.821
Marker614208	4	203.603
Marker521912	4	203.603
Marker553056	4	204.384
Marker705629	4	204.384
Marker691291	4	206.794
Marker823805	5	0
Marker966244	5	3.154
Marker811175	5	7.298
Marker826656	5	7.908
Marker883529	5	10.592
Marker909337	5	11.339
Marker892476	5	12.072
Marker850582	5	13.265
Marker884352	5	13.265
Marker943647	5	13.655
Marker896156	5	13.655
Marker896969	5	14.045
Marker1000449	5	14.045
Marker1031979	5	14.045
Marker852081	5	14.045
Marker1016417	5	14.304
Marker928576	5	14.304
Marker1015189	5	16.38
Marker953745	5	14.463
Marker961227	5	14.623
Marker882499	5	14.782
Marker911046	5	14.782
Marker970233	5	14.782
Marker1031769	5	14.782
Marker989762	5	14.782
Marker896019	5	14.782
Marker1001129	5	14.782
Marker865629	5	14.782
Marker1013721	5	14.782
Marker895229	5	14.782
Marker1040418	5	14.782
Marker1018586	5	14.942
Marker918300	5	15.101
Marker972951	5	15.261
Marker855539	5	15.261
Marker1020179	5	15.261
Marker845753	5	15.261
Marker1041646	5	15.421
Marker842408	5	15.421
Marker1001551	5	15.58
Marker823357	5	16.061
Marker875970	5	16.221
Marker893237	5	16.38
Marker991704	5	16.38
Marker937522	5	17.626
Marker988530	5	18.086
Marker985699	5	18.086
Marker914088	5	18.757
Marker836306	5	19.565
Marker1016492	5	19.565
Marker993405	5	19.565
Marker901348	5	19.831
Marker963798	5	20.098
Marker810493	5	20.364
Marker952916	5	20.364
Marker913182	5	20.497
Marker936552	5	20.63
Marker949747	5	20.763
Marker833560	5	20.895
Marker949203	5	21.296
Marker995597	5	21.831
Marker1015484	5	18.086
Marker863289	5	22.098
Marker819065	5	22.905
Marker1000849	5	23.038
Marker1005187	5	23.038
Marker838672	5	23.171
Marker886170	5	23.171
Marker965156	5	23.304
Marker1011173	5	23.433
Marker1020009	5	23.692
Marker876339	5	23.952
Marker863965	5	23.952
Marker997266	5	24.212
Marker915469	5	24.212
Marker839102	5	24.472
Marker1005616	5	25.406
Marker1037822	5	25.87
Marker1043387	5	25.87
Marker826685	5	25.87
Marker813167	5	26.334
Marker888165	5	26.488
Marker834923	5	26.488
Marker962824	5	26.488
Marker947737	5	26.641
Marker917622	5	26.95
Marker1032684	5	26.95
Marker879613	5	26.95
Marker947508	5	27.21
Marker945479	5	27.469
Marker1017207	5	27.469
Marker1035293	5	27.469
Marker1015213	5	27.86
Marker850860	5	27.989
Marker1031737	5	28.38
Marker985793	5	28.38
Marker1023654	5	28.38
Marker966782	5	28.38
Marker943388	5	28.38
Marker854840	5	28.38
Marker1030911	5	28.868
Marker866039	5	29.521
Marker926340	5	28.38
Marker835393	5	30.34
Marker900384	5	28.38
Marker903448	5	30.828
Marker1018341	5	29.027
Marker915520	5	29.675
Marker811883	5	30.322
Marker1007268	5	30.969
Marker1028428	5	31.617
Marker1033049	5	32.914
Marker1012258	5	33.562
Marker848390	5	34.86
Marker823987	5	35.507
Marker880492	5	31.153
Marker992070	5	31.153
Marker980182	5	31.508
Marker872408	5	33.135
Marker852173	5	33.623
Marker930455	5	34.775
Marker955698	5	34.936
Marker810732	5	35.098
Marker902614	5	35.098
Marker933655	5	35.098
Marker901519	5	35.098
Marker904610	5	35.098
Marker849574	5	35.098
Marker853711	5	35.098
Marker1011711	5	35.098
Marker851307	5	35.098
Marker1016165	5	35.423
Marker1024758	5	35.585
Marker872626	5	35.747
Marker857488	5	35.909
Marker995942	5	36.234
Marker966279	5	36.234
Marker1037540	5	36.234
Marker928640	5	36.396
Marker1037972	5	36.558
Marker875377	5	36.867
Marker984140	5	37.78
Marker878901	5	38.431
Marker853263	5	38.431
Marker1000787	5	38.577
Marker847353	5	38.869
Marker975117	5	39.015
Marker1041446	5	39.16
Marker810567	5	39.306
Marker983663	5	39.306
Marker1004637	5	39.306
Marker910948	5	39.306
Marker893234	5	39.893
Marker934670	5	40.185
Marker971590	5	41.372
Marker926363	5	41.517
Marker1024386	5	41.663
Marker907538	5	41.663
Marker992997	5	41.663
Marker837195	5	41.663
Marker974706	5	41.663
Marker866064	5	41.809
Marker887791	5	41.809
Marker975277	5	41.809
Marker898375	5	41.954
Marker846028	5	38.431
Marker950135	5	41.954
Marker865468	5	41.954
Marker899234	5	39.604
Marker927516	5	41.954
Marker927025	5	39.604
Marker987864	5	39.604
Marker1042909	5	41.954
Marker972465	5	39.604
Marker970105	5	41.954
Marker856412	5	41.954
Marker933368	5	41.954
Marker1001475	5	41.954
Marker815983	5	41.954
Marker896045	5	42.139
Marker890211	5	41.954
Marker911093	5	42.39
Marker824745	5	42.825
Marker975844	5	43.26
Marker873473	5	43.493
Marker955711	5	44.434
Marker893786	5	44.759
Marker918675	5	45.085
Marker1022008	5	45.085
Marker919459	5	45.574
Marker1010430	5	45.9
Marker911275	5	46.554
Marker989385	5	46.554
Marker1014575	5	46.554
Marker920392	5	46.88
Marker913638	5	46.88
Marker871146	5	46.88
Marker881692	5	47.042
Marker846495	5	47.042
Marker966662	5	47.042
Marker898287	5	47.204
Marker859405	5	47.367
Marker845475	5	47.529
Marker929653	5	47.691
Marker900157	5	47.854
Marker940958	5	48.016
Marker820701	5	48.016
Marker957150	5	48.178
Marker822949	5	48.34
Marker962500	5	48.34
Marker1033606	5	48.995
Marker940921	5	49.32
Marker910897	5	49.32
Marker890379	5	49.645
Marker925251	5	49.645
