Marker	Chr	cM				
S5_16887820	5	69.95				
S5_16898924	5	70.55				
S5_16957719	5	70.55				
S5_17083358	5	71.16				
S5_17150044	5	71.16				
S5_17198053	5	71.16				
S5_17199988	5	71.16				
S5_17203590	5	71.45				
S5_17208922	5	71.45				
S5_17246658	5	71.45				
S5_17343231	5	72.34				
S5_17380817	5	72.64				
S5_17468243	5	72.64				
S5_17499780	5	72.93				
S5_17518176	5	72.93				
S5_17524796	5	73.22				
S5_17524981	5	73.22				
S5_17525063	5	73.22				
S5_17530381	5	73.22				
S5_17532747	5	73.22				
S5_17582369	5	73.51				
S5_17614782	5	73.81				
S5_17622250	5	74.11				
S5_17696116	5	74.42				
S5_17722606	5	74.71				
S5_17742088	5	74.71				
S5_17823431	5	74.71				
S5_17843053	5	74.71				
S5_17930795	5	74.71				
S5_17939405	5	74.71				
S5_18075626	5	74.71				
S5_18087808	5	74.71				
S5_18228835	5	75.6				
S5_18250470	5	75.6				
S5_18276281	5	75.6				
S5_18276318	5	75.6				
S5_18324523	5	75.6				
S5_18364921	5	76.2				
S5_18409093	5	76.2				
S5_18500857	5	77.8				
S5_18505810	5	77.8				
S5_18535608	5	77.8				
S5_18536175	5	77.8				
S5_18577559	5	78.37				
S5_18688716	5	78.37				
S5_18694973	5	78.37				
S5_18757705	5	78.68				
S5_18757951	5	78.68				
S5_18758461	5	78.68				
S5_18911448	5	79.27				
S5_18932654	5	79.57				
S5_18934137	5	79.57				
S5_18934258	5	79.57				
S5_18934450	5	79.57				
S5_18939170	5	79.57				
S5_18942588	5	79.85				
S5_18942631	5	79.85				
S5_18997491	5	80.14				
S5_18997527	5	80.14				
S5_19029904	5	81.03				
S5_19030555	5	81.03				
S5_19067553	5	81.61				
S5_19118673	5	81.61				
S5_19130500	5	81.61				
S5_19135182	5	81.61				
S5_19146392	5	81.61				
S5_19158199	5	81.61				
S5_19204335	5	81.92				
S5_19207711	5	81.92				
S5_19217537	5	81.92				
S5_19230875	5	81.92				
S5_19231562	5	81.92				
S5_19258271	5	81.92				
S5_19260939	5	81.92				
S5_19302809	5	81.92				
S5_19313688	5	81.92				
S5_19313694	5	81.92				
S5_19336580	5	82.84				
S5_19336863	5	82.84				
S5_19353507	5	82.84				
S5_19353632	5	82.84				
S5_19359162	5	82.84				
S5_19399275	5	82.84				
S5_19426612	5	82.84				
S5_19435565	5	83.12				
S5_19533670	5	83.4				
S5_19546356	5	83.69				
S5_19570480	5	83.69				
S5_19646218	5	83.69				
S5_19646259	5	83.69				
S5_19659074	5	83.69				
S5_19725568	5	83.69				
S5_19762856	5	83.69				
S5_19776933	5	83.69				
S5_19814904	5	83.98				
S5_19830127	5	83.98				
S5_19835879	5	83.98				
S5_19859257	5	84.26				
S5_19872059	5	84.26				
S5_19873311	5	84.26				
S5_19907430	5	84.26				
S5_19929746	5	84.26				
S5_19959503	5	84.26				
S5_20000181	5	84.26				
S5_20001099	5	84.26				
S5_20038303	5	84.55				
S5_20038420	5	84.55				
S5_20045769	5	84.55				
S5_20088260	5	84.84				
S5_20099612	5	84.84				
S5_20111573	5	84.84				
S5_20172852	5	85.12				
S5_20192818	5	85.12				
S5_20193209	5	85.12				
S5_20195905	5	85.12				
S5_20304253	5	85.12				
S5_20309265	5	85.12				
S5_20342607	5	85.12				
S5_20384223	5	85.12				
S5_20423863	5	85.12				
S5_20425572	5	85.12				
S5_20461863	5	85.41				
S5_20584182	5	86.67				
S5_20589089	5	86.67				
S5_20621082	5	86.67				
S5_20621085	5	86.67				
S5_20663141	5	86.67				
S5_20748999	5	87.29				
S5_20899493	5	87.29				
S5_20918413	5	87.29				
S5_21007425	5	88.76				
S5_21009516	5	88.76				
S5_21044843	5	88.76				
S5_21049112	5	88.76				
S5_21057723	5	88.76				
S5_21065939	5	89.04				
S5_21072433	5	89.32				
S5_21074691	5	89.32				
S5_21076569	5	89.32				
S5_21093265	5	89.63				
S5_21114091	5	90.54				
S5_21184918	5	90.83				
S5_21198574	5	91.11				
S5_21251783	5	91.11				
S5_21298047	5	91.68				
S5_21298048	5	91.68				
S5_21305579	5	91.68				
S5_21471465	5	92.3				
S5_21512110	5	92.3				
S5_21788805	5	95.17				
S5_22077219	5	95.8				
S5_22142421	5	96.75				
S5_22178416	5	96.75				
S5_22223805	5	97.05				
S5_22294391	5	98.21				
S5_22295486	5	98.21				
S5_22296823	5	98.21				
S5_22307863	5	98.21				
S5_22309638	5	98.51				
S5_22363501	5	98.79				
S5_22381695	5	98.79				
S5_22381942	5	98.79				
S5_22394481	5	98.79				
S5_22436945	5	99.07				
S5_22453410	5	99.07				
S5_22465401	5	99.07				
S5_22481974	5	99.35				
S5_22496755	5	99.93				
S5_22574827	5	99.93				
S5_22641145	5	99.93				
S5_22647457	5	99.93				
S5_22647488	5	99.93				
S5_22694244	5	99.93				
S5_22699706	5	100.24				
S5_22720307	5	100.55				
S5_22724071	5	100.55				
S5_22740875	5	100.86				
S5_22764564	5	101.17				
S5_22764630	5	101.17				
S5_22806097	5	101.17				
S5_22812042	5	101.17				
S5_22828495	5	101.17				
S5_22909106	5	101.17				
S5_22916001	5	101.17				
S5_22947152	5	101.17				
S5_22966903	5	101.17				
S5_22975405	5	101.17				
S5_22979208	5	101.17				
S5_22984830	5	101.17				
S5_22988871	5	101.17				
S5_23012719	5	101.17				
S5_23111503	5	101.17				
S5_23117611	5	101.17				
S5_23138026	5	101.17				
S5_23139072	5	101.17				
S5_23178823	5	101.47				
S5_23178862	5	101.47				
S5_23200302	5	101.47				
S5_23249605	5	101.47				
S5_23287606	5	101.47				
S5_23303726	5	101.47				
S5_23307521	5	101.47				
S5_23310970	5	101.47				
S5_23312204	5	101.47				
S5_23404379	5	102.69				
S5_23408360	5	102.69				
S5_23463399	5	102.98				
S5_23497990	5	103.56				
S5_23508245	5	103.56				
S5_23524406	5	103.56				
S5_23584950	5	103.56				
S5_23593730	5	103.56				
S5_23784845	5	104.43				
S5_23812827	5	104.43				
S5_23820785	5	104.43				
S5_23826086	5	104.43				
S5_23877535	5	104.43				
S5_23902405	5	104.43				
S5_23927411	5	104.43				
S5_23927930	5	104.43				
S5_23931936	5	104.43				
S5_24028206	5	104.72				
S5_24041138	5	104.72				
S5_24041186	5	104.72				
S5_24057323	5	104.72				
S5_24281632	5	106.18				
S5_24292088	5	106.18				
S5_24292111	5	106.18				
S5_24383716	5	106.47				
S5_24384673	5	106.47				
S5_24551752	5	107.07				
S5_24585833	5	107.07				
S5_24595714	5	107.07				
S5_24605584	5	107.07				
S5_24612269	5	107.07				
S5_24624412	5	107.07				
S5_24703067	5	107.36				
S5_24712145	5	107.36				
S5_24716126	5	107.65				
S5_24716154	5	107.65				
S5_24735569	5	107.65				
S5_24844988	5	107.93				
S5_24927650	5	107.93				
S5_24969662	5	108.21				
S5_24970029	5	108.21				
S5_24998824	5	108.21				
S5_25026110	5	108.83				
S5_25071311	5	108.83				
S5_25091116	5	108.83				
S5_25113804	5	109.12				
S5_25133353	5	109.42				
S5_25167188	5	110.03				
S5_25192793	5	110.35				
S5_25259115	5	110.35				
S5_25271370	5	110.35				
S5_25284057	5	110.35				
S5_25329619	5	110.95				
S5_25388456	5	110.95				
S5_25392425	5	110.95				
S5_25401992	5	110.95				
S5_25442011	5	110.95				
S5_25456629	5	110.95				
S5_25465806	5	110.95				
S5_25465879	5	110.95				
S5_25484027	5	110.95				
S5_25515196	5	111.24				
S5_25612011	5	111.24				
S5_25617964	5	111.24				
S5_25618006	5	111.24				
S5_25687880	5	112.13				
S5_25714516	5	114.3				
S5_25766606	5	114.61				
S5_25779403	5	114.9				
S5_25805065	5	115.46				
S5_25806912	5	115.46				
S5_25841195	5	115.46				
S5_25909833	5	115.76				
S5_25911692	5	115.76				
S5_25969572	5	115.76				
S5_26093864	5	115.76				
S5_26107521	5	115.76				
S5_26111234	5	115.76				
S5_26181554	5	115.76				
S5_26190776	5	115.76				
S5_26190817	5	115.76				
S5_26224158	5	115.76				
S5_26236587	5	116.05				
S5_26258034	5	116.05				
S5_26278563	5	116.35				
S5_26294751	5	116.65				
S5_26327649	5	117.27				
S5_26358098	5	117.27				
S5_26358137	5	117.27				
S5_26380552	5	117.27				
S5_26386268	5	117.27				
S5_26386350	5	117.27				
S5_26397246	5	117.27				
S5_26422359	5	117.27				
S5_26468780	5	117.27				
S5_26473505	5	117.27				
S5_26499274	5	117.27				
S5_26569207	5	117.27				
S5_26634255	5	117.27				
S5_26638181	5	117.27				
S5_26656507	5	117.57				
S5_26660596	5	117.57				
S5_26708227	5	117.57				
S5_26720533	5	117.86				
S5_26749784	5	117.86				
S5_26768285	5	117.86				
S5_26793332	5	117.86				
S5_26829172	5	117.86				
S5_26829241	5	118.15				
S5_26845080	5	118.15				
S5_26845147	5	118.15				
S5_26880593	5	119.03				
S5_26901258	5	119.03				
S5_26901298	5	119.03				
S5_26926426	5	119.33				
S5_26930497	5	119.33				
S5_26976312	5	119.65				
S5_26976867	5	119.65				
S5_27075639	5	119.93				
S5_27092349	5	119.93				
S5_27092588	5	119.93				
S5_27103462	5	119.93				
S5_27119521	5	119.93				
S5_27119556	5	119.93				
S5_27119577	5	119.93				
S5_27122547	5	119.93				
S5_27198935	5	119.93				
S5_27199030	5	119.93				
S5_27199490	5	120.22				
S5_27203738	5	120.81				
S5_27209482	5	120.81				
S5_27218233	5	120.81				
S5_27260875	5	120.81				
S5_27266331	5	121.11				
S5_27285616	5	121.11				
S5_27292784	5	121.11				
S5_27302863	5	121.11				
S5_27303839	5	121.11				
S5_27319925	5	121.11				
S5_27345932	5	121.11				
S5_27360865	5	121.11				
S5_27366248	5	121.4				
S5_27385755	5	121.4				
S5_27385768	5	121.4				
S5_27422042	5	121.4				
S5_27441026	5	123.26				
S5_27482336	5	123.56				
S5_27518830	5	124.72				
S5_27522006	5	124.72				
S5_27528927	5	125.01				
S5_27529631	5	125.01				
S5_27540040	5	125.01				
S5_27540075	5	125.01				
S5_27552217	5	125.01				
S5_27563392	5	125.3				
S5_27578151	5	125.3				
S5_27580758	5	125.3				
S5_27586439	5	125.3				
S5_27603001	5	125.3				
S5_27643211	5	125.3				
S5_27676830	5	125.3				
S5_27694113	5	125.59				
S5_27705434	5	125.59				
S5_27739651	5	125.59				
S5_27840142	5	126.51				
S5_27866555	5	126.51				
S5_27877539	5	126.51				
S5_27878759	5	126.51				
S5_27879301	5	126.51				
S5_27900306	5	126.51				
S5_27903811	5	126.51				
S5_27904426	5	126.51				
S5_27905061	5	126.51				
S5_27912924	5	126.51				
S5_27920780	5	126.8				
S5_27949664	5	126.8				
S5_27949783	5	126.8				
S5_27956201	5	126.8				
S5_27964386	5	126.8				
S5_27967054	5	126.8				
S5_28034559	5	127.08				
S5_28044423	5	127.08				
S5_28100858	5	127.08				
S5_28101027	5	127.08				
S5_28101494	5	127.08				
S5_28107626	5	127.08				
S5_28157465	5	127.08				
S5_28200170	5	127.69				
S5_28227796	5	127.98				
S5_28239561	5	127.98				
S5_28239684	5	127.98				
S5_28239887	5	127.98				
S5_28252947	5	127.98				
S5_28279597	5	128.26				
S5_28324130	5	128.54				
S5_28342416	5	128.54				
S5_28389846	5	128.54				
S5_28478943	5	128.54				
S5_28479072	5	128.84				
S5_28516075	5	129.45				
S5_28542796	5	129.74				
S5_28565726	5	129.74				
S5_28583956	5	130.02				
S5_28584002	5	130.02				
S5_28584052	5	130.02				
S5_28597574	5	130.32				
S5_28602883	5	130.32				
S5_28618273	5	130.32				
S5_28633173	5	130.32				
S5_28641570	5	130.32				
S5_28648507	5	130.32				
S5_28710628	5	130.32				
S5_28738824	5	130.32				
S5_28746167	5	130.32				
S5_28830976	5	131.18				
S5_28839458	5	131.18				
S5_28850344	5	131.18				
S5_28867178	5	131.18				
S5_28880290	5	131.18				
S5_28880722	5	131.18				
S5_28950084	5	131.46				
S5_28951853	5	131.46				
S5_28985102	5	131.75				
S5_28997070	5	131.75				
S5_29011275	5	131.75				
S5_29042807	5	132.36				
S5_29097959	5	132.95				
S5_29120923	5	133.24				
S5_29161743	5	133.82				
S5_29164869	5	133.82				
S5_29189149	5	134.11				
S5_29209737	5	134.11				
S5_29237490	5	134.11				
S5_29238030	5	134.11				
S5_29251597	5	134.11				
S5_29312272	5	134.4				
S5_29312346	5	134.4				
S5_29312504	5	134.4				
S5_29329876	5	134.7				
S5_29374336	5	134.7				
S5_29380616	5	134.7				
S5_29383560	5	134.7				
S5_29411984	5	134.7				
S5_29446027	5	134.7				
S5_29480607	5	135.28				
S5_29495440	5	135.28				
S5_29507277	5	135.28				
S5_29540828	5	135.57				
S6_139521	6	0				
S6_163782	6	0				
S6_164070	6	0				
S6_206248	6	0				
S6_366575	6	0				
S6_366796	6	0				
S6_372641	6	0				
S6_393304	6	0				
S6_416782	6	0				
S6_475904	6	0.59				
S6_490227	6	0.59				
S6_529350	6	0.59				
S6_529603	6	0.59				
S6_581878	6	1.14				
S6_627532	6	1.42				
S6_643735	6	1.69				
S6_656541	6	1.69				
S6_690909	6	2.29				
S6_692773	6	2.29				
S6_782975	6	3.16				
S6_796786	6	3.16				
S6_796885	6	3.16				
S6_796963	6	3.16				
S6_797569	6	3.16				
S6_797653	6	3.16				
S6_817399	6	3.45				
S6_828746	6	3.73				
S6_857837	6	3.73				
S6_864686	6	3.73				
S6_909123	6	3.73				
S6_932142	6	3.73				
S6_1047998	6	3.73				
S6_1063976	6	3.73				
S6_1064040	6	3.73				
S6_1064740	6	3.73				
S6_1091627	6	3.73				
S6_1179276	6	3.73				
S6_1223056	6	4.01				
S6_1344933	6	4.31				
S6_1361205	6	4.61				
S6_1386478	6	4.61				
S6_1406097	6	4.61				
S6_1433063	6	5.21				
S6_1448486	6	5.21				
S6_1454350	6	5.51				
S6_1483837	6	5.51				
S6_1506224	6	5.51				
S6_1523304	6	5.51				
S6_1530416	6	5.51				
S6_1530548	6	5.51				
S6_1555236	6	5.51				
S6_1555237	6	5.51				
S6_1565879	6	5.51				
S6_1575010	6	5.51				
S6_1576679	6	5.51				
S6_1576719	6	5.51				
S6_1612527	6	5.51				
S6_1628042	6	5.51				
S6_1637636	6	5.51				
S6_1722275	6	6.41				
S6_1742175	6	6.41				
S6_1789180	6	6.71				
S6_1860738	6	8.52				
S6_1867006	6	8.52				
S6_1870225	6	8.52				
S6_1875580	6	8.52				
S6_1900349	6	8.52				
S6_1998689	6	8.52				
S6_2008730	6	8.52				
S6_2034937	6	8.52				
S6_2046269	6	8.52				
S6_2123411	6	8.81				
S6_2242943	6	9.72				
S6_2266152	6	9.72				
S6_2272501	6	10.01				
S6_2282606	6	10.58				
S6_2349450	6	11.44				
S6_2351796	6	12.05				
S6_2352031	6	12.37				
S6_2389443	6	12.37				
S6_2405551	6	12.65				
S6_2432876	6	12.65				
S6_2476239	6	12.94				
S6_2497926	6	13.25				
S6_2497988	6	13.25				
S6_2507423	6	13.25				
S6_2536340	6	13.25				
S6_2548278	6	13.25				
S6_2594136	6	13.25				
S6_2608497	6	13.25				
S6_2608587	6	13.25				
S6_2634668	6	13.25				
S6_2725899	6	13.54				
S6_2726347	6	13.54				
S6_2739009	6	13.54				
S6_2770160	6	14.11				
S6_2771435	6	14.11				
S6_2786273	6	14.11				
S6_2808800	6	14.11				
S6_2867607	6	14.11				
S6_2884405	6	14.11				
S6_2927160	6	14.7				
S6_2962502	6	15.29				
S6_3042705	6	15.29				
S6_3042789	6	15.29				
S6_3057489	6	15.29				
S6_3077965	6	15.29				
S6_3181092	6	15.58				
S6_3273475	6	15.86				
S6_3297051	6	15.86				
S6_3337189	6	15.86				
S6_3338391	6	15.86				
S6_3355543	6	16.15				
S6_3389316	6	16.43				
S6_3465712	6	17.02				
S6_3583196	6	17.32				
S6_3585875	6	17.32				
S6_3644250	6	17.32				
S6_3658481	6	17.32				
S6_3658546	6	17.64				
S6_3690078	6	17.64				
S6_3724831	6	17.96				
S6_3772780	6	18.6				
S6_3772828	6	18.6				
S6_3801693	6	18.6				
S6_3801754	6	18.9				
S6_3801825	6	19.51				
S6_3932840	6	19.51				
S6_3980029	6	20.1				
S6_4033769	6	20.99				
S6_4045986	6	20.99				
S6_4258624	6	22.75				
S6_4263900	6	22.75				
S6_4265005	6	22.75				
S6_4269744	6	22.75				
S6_4327404	6	23.05				
S6_4328864	6	23.05				
S6_4328915	6	23.05				
S6_4331675	6	23.05				
S6_4333075	6	23.05				
S6_4333307	6	23.05				
S6_4340557	6	23.05				
S6_4340611	6	23.05				
S6_4363132	6	23.05				
S6_4410550	6	23.05				
S6_4448130	6	23.05				
S6_4612745	6	23.05				
S6_4613942	6	23.05				
S6_4615621	6	23.05				
S6_4631489	6	23.05				
S6_4771954	6	25.12				
S6_4890290	6	26.27				
S6_5269698	6	31.6				
S6_5533752	6	34.27				
S6_5533880	6	34.27				
S6_5533899	6	34.27				
S6_5534592	6	34.27				
S6_5551723	6	34.55				
S6_5578692	6	34.55				
S6_5588521	6	34.55				
S6_5614113	6	34.55				
S6_5628950	6	34.85				
S6_5637830	6	34.85				
S6_5656424	6	34.85				
S6_5658081	6	34.85				
S6_5658102	6	34.85				
S6_5677684	6	35.44				
S6_5737012	6	36.05				
S6_5760641	6	36.34				
S6_5788831	6	36.62				
S6_5848568	6	36.62				
S6_5905669	6	37.18				
S6_5908173	6	37.18				
S6_5914076	6	37.18				
S6_5919508	6	37.18				
S6_5927262	6	37.46				
S6_5956810	6	37.75				
S6_5980616	6	37.75				
S6_5980695	6	37.75				
S6_6006430	6	37.75				
S6_6024033	6	38.05				
S6_6176278	6	38.05				
S6_6178815	6	38.05				
S6_6178851	6	38.05				
S6_6202214	6	38.33				
S6_6233193	6	38.62				
S6_6233213	6	38.62				
S6_6233282	6	38.62				
S6_6292721	6	38.62				
S6_6294862	6	39.48				
S6_6463326	6	41.02				
S6_6491342	6	41.02				
S6_6491353	6	41.02				
S6_6514012	6	41.02				
S6_6530913	6	41.02				
S6_6613359	6	42.19				
S6_6613366	6	42.19				
S6_6656226	6	43.07				
S6_6703348	6	43.37				
S6_6996522	6	46.49				
S6_6997202	6	46.79				
S6_7001492	6	46.79				
S6_7045507	6	47.08				
S6_7094512	6	47.08				
S6_7137088	6	47.08				
S6_7182300	6	47.08				
S6_7182856	6	47.37				
S6_7249516	6	47.37				
S6_7316532	6	47.37				
S6_7316578	6	47.37				
S6_7328790	6	47.37				
S6_7328834	6	47.37				
S6_7341967	6	47.37				
S6_7403522	6	47.96				
S6_7424195	6	47.96				
S6_7531433	6	47.96				
S6_7542726	6	47.96				
S6_7626543	6	47.96				
S6_7646442	6	47.96				
S6_7661883	6	48.28				
S6_7662391	6	48.28				
S6_7749349	6	50.64				
S6_7769860	6	51.48				
S6_7810003	6	51.78				
S6_7847992	6	52.09				
S6_7878792	6	52.09				
S6_7919475	6	52.66				
S6_7921611	6	52.95				
S6_7923688	6	52.95				
S6_7967315	6	52.95				
S6_7983083	6	52.95				
S6_8023716	6	52.95				
S6_8043910	6	52.95				
S6_8064950	6	52.95				
S6_8066625	6	52.95				
S6_8147675	6	53.25				
S6_8177147	6	53.25				
S6_8230859	6	54.41				
S6_8283454	6	54.98				
S6_8380466	6	54.98				
S6_8394317	6	54.98				
S6_8406489	6	54.98				
S6_8409631	6	55.27				
S6_8598579	6	55.27				
S6_8633470	6	55.27				
S6_8667029	6	55.27				
S6_8751616	6	55.27				
S6_8815699	6	55.57				
S6_8818568	6	55.57				
S6_8825255	6	55.57				
S6_8825292	6	55.57				
S6_8850890	6	56.15				
S6_8876610	6	56.15				
S6_8962782	6	56.15				
S6_8986659	6	56.15				
S6_9100718	6	56.44				
S6_9115181	6	56.44				
S6_9121305	6	56.44				
S6_9137678	6	56.44				
S6_9209568	6	56.44				
S6_9221355	6	56.72				
S6_9223870	6	56.72				
S6_9246940	6	56.72				
S6_9317830	6	57.02				
S6_9321335	6	57.02				
S6_9369530	6	57.3				
S6_9369713	6	57.3				
S6_9371931	6	57.3				
S6_9372823	6	57.3				
S6_9372828	6	57.3				
S6_9394856	6	57.3				
S6_9396638	6	57.3				
S6_9463716	6	57.3				
S6_9467355	6	57.3				
S6_9540072	6	57.3				
S6_9570976	6	57.3				
S6_9577757	6	57.3				
S6_9583401	6	57.3				
S6_9583492	6	57.3				
S6_9588895	6	57.3				
S6_9605786	6	57.88				
S6_9921536	6	59.08				
S6_9934606	6	59.37				
S6_9939433	6	59.65				
S6_9975308	6	59.65				
S6_9975603	6	59.65				
S6_9975896	6	59.65				
S6_10096430	6	60.23				
S6_10096491	6	60.23				
S6_10101991	6	60.54				
S6_10108461	6	60.86				
S6_10108766	6	61.16				
S6_10115609	6	61.16				
S6_10148942	6	61.16				
S6_10184497	6	61.16				
S6_10197948	6	61.16				
S6_10214082	6	61.16				
S6_10384890	6	61.16				
S6_10406664	6	61.16				
S6_10692730	6	63.2				
S6_10759389	6	63.5				
S6_10874578	6	63.8				
S6_10884962	6	63.8				
S6_10885109	6	63.8				
S6_10885140	6	63.8				
S6_10960287	6	64.11				
S6_10973278	6	64.4				
S6_10976392	6	64.7				
S6_11025170	6	64.7				
S6_11040881	6	65.01				
S6_11058606	6	65.01				
S6_11058797	6	65.01				
S6_11170631	6	65.01				
S6_11179611	6	65.01				
S6_11186235	6	65.01				
S6_11288135	6	65.01				
S6_11288262	6	65.01				
S6_11318304	6	65.01				
S6_11399204	6	65.01				
S6_11422102	6	65.67				
S6_11493583	6	66.58				
S6_11552970	6	66.58				
S6_11581762	6	66.58				
S6_11673597	6	66.86				
S6_11703888	6	66.86				
S6_11841202	6	66.86				
S6_11841232	6	66.86				
S6_11876628	6	66.86				
S6_11969670	6	66.86				
S6_11989668	6	67.16				
S6_12015619	6	67.16				
S6_12051107	6	67.45				
S6_12097996	6	67.74				
S6_12147088	6	68.03				
S6_12187330	6	68.03				
S6_12191496	6	68.03				
S6_12197909	6	68.03				
S6_12202716	6	68.03				
S6_12287639	6	68.03				
S6_12314546	6	68.03				
S6_12346093	6	68.03				
S6_12426845	6	68.03				
S6_12448024	6	68.34				
S6_12491292	6	68.34				
S6_12491314	6	68.34				
S6_12605976	6	68.64				
S6_12636543	6	68.64				
S6_12726612	6	68.64				
S6_12740649	6	68.64				
S6_12763221	6	68.64				
S6_12781683	6	68.64				
S6_12836892	6	68.94				
S6_12999035	6	68.94				
S6_12999801	6	69.25				
S6_13000837	6	69.56				
S6_13013989	6	69.85				
S6_13046472	6	69.85				
S6_13097774	6	72.29				
S6_13170604	6	72.86				
S6_13177605	6	72.86				
S6_13205549	6	72.86				
S6_13360689	6	72.86				
S6_13375360	6	72.86				
S6_13411661	6	72.86				
S6_13499374	6	72.86				
S6_13524704	6	72.86				
S6_13585282	6	73.14				
S6_13591367	6	73.14				
S6_13632103	6	73.14				
S6_13632221	6	73.14				
S6_13650951	6	73.14				
S6_13653727	6	73.14				
S6_13729912	6	73.14				
S6_13743866	6	73.14				
S6_13805365	6	73.43				
S6_13805445	6	73.43				
S6_13839904	6	73.43				
S6_13901570	6	73.43				
S6_13918325	6	73.43				
S6_13974279	6	73.43				
S6_14005326	6	73.43				
S6_14029400	6	73.43				
S6_14078444	6	73.73				
S6_14137623	6	74.04				
S6_14137632	6	74.04				
S6_14193005	6	74.04				
S6_14231333	6	74.04				
S6_14268894	6	74.04				
S6_14331502	6	74.04				
S6_14333027	6	74.04				
S6_14423874	6	74.04				
S6_14511112	6	74.04				
S6_14526866	6	74.04				
S6_14534864	6	74.04				
S6_14534972	6	74.04				
S6_14872542	6	74.04				
S6_14881912	6	74.33				
S6_14936379	6	74.64				
S6_14940883	6	74.64				
S6_15338238	6	74.64				
S6_15498899	6	74.64				
S6_15588814	6	74.64				
S6_15605119	6	74.64				
S6_15611818	6	74.64				
S6_15611842	6	74.64				
S6_15630593	6	74.64				
S6_15734275	6	74.94				
S6_15881397	6	75.23				
S6_15921301	6	75.52				
S6_15969597	6	75.52				
S6_16010870	6	75.52				
S6_16033175	6	75.52				
S6_16041595	6	75.52				
S6_16060513	6	75.52				
S6_16112084	6	75.52				
S6_16119761	6	75.82				
S6_16119801	6	75.82				
S6_16246830	6	75.82				
S6_16276328	6	75.82				
S6_16383948	6	75.82				
S6_16386589	6	75.82				
S6_16387406	6	75.82				
S6_16417202	6	76.47				
S6_16504606	6	76.47				
S6_16504926	6	76.47				
S6_16504984	6	76.47				
S6_16509331	6	76.75				
S6_16509358	6	76.75				
S6_16538551	6	76.75				
S6_16538762	6	76.75				
S6_16538820	6	77.07				
S6_16596058	6	77.07				
S6_16596182	6	77.07				
S6_16616152	6	77.07				
S6_16616215	6	77.07				
S6_16657096	6	77.07				
S6_16693914	6	77.07				
S6_16721466	6	77.07				
S6_16793116	6	77.07				
S6_16824091	6	77.07				
S6_16852358	6	77.07				
S6_16898617	6	77.07				
S6_16920531	6	77.07				
S6_16955247	6	77.07				
S6_16955271	6	77.07				
S6_17015810	6	77.07				
S6_17015885	6	77.07				
S6_17055035	6	77.07				
S6_17076280	6	77.07				
S6_17172935	6	77.07				
S6_17172994	6	77.07				
S6_17173039	6	77.07				
S6_17220333	6	77.36				
S6_17350631	6	77.66				
S6_17362198	6	77.66				
S6_17411814	6	77.95				
S6_17426890	6	77.95				
S6_17434259	6	78.23				
S6_17446352	6	78.23				
S6_17447267	6	78.23				
S6_17487025	6	78.52				
S6_17541016	6	79.11				
S6_17565887	6	79.11				
S6_17578370	6	79.11				
S6_17631626	6	79.39				
S6_17780076	6	81.92				
S6_17824141	6	81.92				
S6_17890649	6	81.92				
S6_17890671	6	81.92				
S6_17890674	6	81.92				
S6_17893731	6	81.92				
S6_17979234	6	81.92				
S6_17993434	6	82.2				
S6_18017382	6	82.2				
S6_18066432	6	82.2				
S6_18072585	6	82.2				
S6_18072667	6	82.2				
S6_18072712	6	82.2				
S6_18218530	6	82.48				
S6_18807852	6	82.48				
S6_18822445	6	82.48				
S6_18829755	6	82.48				
S6_18838595	6	82.78				
S6_18840513	6	83.1				
S6_18900502	6	83.1				
S6_18907611	6	83.42				
S6_18981520	6	84.06				
S6_18984409	6	84.06				
S6_19004193	6	84.06				
S6_19098756	6	84.06				
S6_19098783	6	84.06				
S6_19235366	6	84.06				
S6_19319603	6	84.06				
S6_19394947	6	84.06				
S6_19428856	6	84.06				
S6_19446057	6	84.06				
S6_19585327	6	85.39				
S6_19596709	6	85.68				
S6_19618530	6	85.68				
S6_19730808	6	85.68				
S6_19757163	6	85.98				
S6_19866915	6	86.6				
S6_19918181	6	86.9				
S6_19950594	6	86.9				
S6_20000422	6	87.18				
S6_20034073	6	87.47				
S6_20042116	6	87.47				
S6_20048169	6	87.47				
S6_20086403	6	87.76				
S6_20086454	6	87.76				
S6_20109544	6	87.76				
S6_20173076	6	88.32				
S6_20224537	6	88.32				
S6_20224555	6	88.32				
S6_20402875	6	88.62				
S6_20418849	6	88.93				
S6_20450556	6	88.93				
S6_20454758	6	89.23				
S6_20455099	6	89.23				
S6_20459657	6	89.23				
S6_20480661	6	89.23				
S6_20508434	6	89.54				
S6_20632086	6	89.54				
S6_20635857	6	89.54				
S6_20700582	6	89.54				
S6_20725876	6	89.54				
S6_20737593	6	89.54				
S6_20769665	6	89.54				
S6_20802215	6	89.54				
S6_20833426	6	89.54				
S6_20869328	6	89.54				
S6_20869329	6	89.54				
S6_20873333	6	89.54				
S6_20880111	6	89.82				
S6_20880201	6	89.82				
S6_20901634	6	89.82				
S6_20916891	6	89.82				
S6_20929261	6	89.82				
S6_20929283	6	90.12				
S6_20933807	6	90.12				
S6_20934697	6	90.12				
S6_20934871	6	90.12				
S6_20952895	6	90.12				
S6_20983721	6	90.12				
S6_21035671	6	90.69				
S6_21103761	6	90.97				
S6_21171349	6	90.97				
S6_21213320	6	90.97				
S6_21214173	6	90.97				
S6_21224602	6	90.97				
